SP_ID,terrai_nom,terrai_pro,status_ter,fase_descr,tipo_terra,terrai_fai,terrai_obs,terrai_are,situa_desc,tipo_area_,terrai_per,terrai_pop,id,at41_198201e,at41_198202e,at41_198203e,at41_198204e,at41_198205e,at41_198206e,at41_198207e,at41_198208e,at41_198209e,at41_198210e,at41_198211e,at41_198212e,at41_198301e,at41_198302e,at41_198303e,at41_198304e,at41_198305e,at41_198306e,at41_198307e,at41_198308e,at41_198309e,at41_198310e,at41_198311e,at41_198312e,at41_198401e,at41_198402e,at41_198403e,at41_198404e,at41_198405e,at41_198406e,at41_198407e,at41_198408e,at41_198409e,at41_198410e,at41_198411e,at41_198412e,at41_198501e,at41_198502e,at41_198503e,at41_198504e,at41_198505e,at41_198506e,at41_198507e,at41_198508e,at41_198509e,at41_198510e,at41_198511e,at41_198512e,at41_198601e,at41_198602e,at41_198603e,at41_198604e,at41_198605e,at41_198606e,at41_198607e,at41_198608e,at41_198609e,at41_198610e,at41_198611e,at41_198612e,at41_198701e,at41_198702e,at41_198703e,at41_198704e,at41_198705e,at41_198706e,at41_198707e,at41_198708e,at41_198709e,at41_198710e,at41_198711e,at41_198712e,at41_198801e,at41_198802e,at41_198803e,at41_198804e,at41_198805e,at41_198806e,at41_198807e,at41_198808e,at41_198809e,at41_198810e,at41_198811e,at41_198812e,at41_198901e,at41_198902e,at41_198903e,at41_198904e,at41_198905e,at41_198906e,at41_198907e,at41_198908e,at41_198909e,at41_198910e,at41_198911e,at41_198912e,at41_199001e,at41_199002e,at41_199003e,at41_199004e,at41_199005e,at41_199006e,at41_199007e,at41_199008e,at41_199009e,at41_199010e,at41_199011e,at41_199012e,at41_199101e,at41_199102e,at41_199103e,at41_199104e,at41_199105e,at41_199106e,at41_199107e,at41_199108e,at41_199109e,at41_199110e,at41_199111e,at41_199112e,at41_199201e,at41_199202e,at41_199203e,at41_199204e,at41_199205e,at41_199206e,at41_199207e,at41_199208e,at41_199209e,at41_199210e,at41_199211e,at41_199212e,at41_199301e,at41_199302e,at41_199303e,at41_199304e,at41_199305e,at41_199306e,at41_199307e,at41_199308e,at41_199309e,at41_199310e,at41_199311e,at41_199312e,at41_199401e,at41_199402e,at41_199403e,at41_199404e,at41_199405e,at41_199406e,at41_199407e,at41_199408e,at41_199409e,at41_199410e,at41_199411e,at41_199412e,at41_199501e,at41_199502e,at41_199503e,at41_199504e,at41_199505e,at41_199506e,at41_199507e,at41_199508e,at41_199509e,at41_199510e,at41_199511e,at41_199512e,at41_199601e,at41_199602e,at41_199603e,at41_199604e,at41_199605e,at41_199606e,at41_199607e,at41_199608e,at41_199609e,at41_199610e,at41_199611e,at41_199612e,at41_199701e,at41_199702e,at41_199703e,at41_199704e,at41_199705e,at41_199706e,at41_199707e,at41_199708e,at41_199709e,at41_199710e,at41_199711e,at41_199712e,at41_199801e,at41_199802e,at41_199803e,at41_199804e,at41_199805e,at41_199806e,at41_199807e,at41_199808e,at41_199809e,at41_199810e,at41_199811e,at41_199812e,at41_199901e,at41_199902e,at41_199903e,at41_199904e,at41_199905e,at41_199906e,at41_199907e,at41_199908e,at41_199909e,at41_199910e,at41_199911e,at41_199912e,at41_200001e,at41_200002e,at41_200003e,at41_200004e,at41_200005e,at41_200006e,at41_200007e,at41_200008e,at41_200009e,at41_200010e,at41_200011e,at41_200012e,at41_200101e,at41_200102e,at41_200103e,at41_200104e,at41_200105e,at41_200106e,at41_200107e,at41_200108e,at41_200109e,at41_200110e,at41_200111e,at41_200112e,at41_200201e,at41_200202e,at41_200203e,at41_200204e,at41_200205e,at41_200206e,at41_200207e,at41_200208e,at41_200209e,at41_200210e,at41_200211e,at41_200212e,at41_200301e,at41_200302e,at41_200303e,at41_200304e,at41_200305e,at41_200306e,at41_200307e,at41_200308e,at41_200309e,at41_200310e,at41_200311e,at41_200312e,at41_200401e,at41_200402e,at41_200403e,at41_200404e,at41_200405e,at41_200406e,at41_200407e,at41_200408e,at41_200409e,at41_200410e,at41_200411e,at41_200412e,at41_200501e,at41_200502e,at41_200503e,at41_200504e,at41_200505e,at41_200506e,at41_200507e,at41_200508e,at41_200509e,at41_200510e,at41_200511e,at41_200512e,at41_200601e,at41_200602e,at41_200603e,at41_200604e,at41_200605e,at41_200606e,at41_200607e,at41_200608e,at41_200609e,at41_200610e,at41_200611e,at41_200612e,at41_200701e,at41_200702e,at41_200703e,at41_200704e,at41_200705e,at41_200706e,at41_200707e,at41_200708e,at41_200709e,at41_200710e,at41_200711e,at41_200712e,at41_200801e,at41_200802e,at41_200803e,at41_200804e,at41_200805e,at41_200806e,at41_200807e,at41_200808e,at41_200809e,at41_200810e,at41_200811e,at41_200812e,at41_200901e,at41_200902e,at41_200903e,at41_200904e,at41_200905e,at41_200906e,at41_200907e,at41_200908e,at41_200909e,at41_200910e,at41_200911e,at41_200912e,at41_201001e,at41_201002e,at41_201003e,at41_201004e,at41_201005e,at41_201006e,at41_201007e,at41_201008e,at41_201009e,at41_201010e,at41_201011e,at41_201012e,at41_201101e,at41_201102e,at41_201103e,at41_201104e,at41_201105e,at41_201106e,at41_201107e,at41_201108e,at41_201109e,at41_201110e,at41_201111e,at41_201112e,at41_201201e,at41_201202e,at41_201203e,at41_201204e,at41_201205e,at41_201206e,at41_201207e,at41_201208e,at41_201209e,at41_201210e,at41_201211e,at41_201212e,at41_201301e,at41_201302e,at41_201303e,at41_201304e,at41_201305e,at41_201306e,at41_201307e,at41_201308e,at41_201309e,at41_201310e,at41_201311e,at41_201312e,at41_201401e,at41_201402e,at41_201403e,at41_201404e,at41_201405e,at41_201406e,at41_201407e,at41_201408e,at41_201409e,at41_201410e,at41_201411e,at41_201412e
0,Takuari,NA,Estudos Complementares,Em Estudo,Reserva Indígena,N,NA,0.0000 Ha,Ativo,Principal,0.00000 Ha,NA,1,19.9108638763,20.8542232513,19.615234375,17.768491745,16.208524704,16.2635154724,15.598772049,16.3670787811,17.3254013062,18.482503891,20.3874397278,20.1378479004,21.2761611938,21.0821762085,19.6553382874,18.9351806641,17.8148269653,15.1332235336,15.5992288589,15.6551866531,15.584197998,18.0955600739,19.9958457947,20.6735134125,22.3044013977,22.3547344208,20.4153575897,18.0692272186,18.1965465546,15.7620124817,15.8359355927,14.6177854538,16.3569011688,19.5179328918,19.8693561554,19.9449615479,20.3209552765,21.0109481812,20.6617069244,20.0573043823,16.5882205963,14.2734031677,14.2588529587,16.5517807007,17.1913204193,19.2487163544,20.3291473389,21.0256690979,21.8596725464,21.0963382721,20.2993755341,19.8031864166,17.8386173248,15.4077425003,14.7765111923,16.3439769745,16.8326854706,18.3976173401,20.6298141479,20.7699508667,21.972038269,20.7206306458,20.0805950165,19.6170043945,15.9720087051,14.4049243927,16.8173217773,15.2864322662,16.4081878662,18.6466236115,20.3443584442,21.0687141418,22.3908691406,20.1003665924,20.876707077,18.9305152893,16.4336166382,14.1524190903,13.0868997574,16.1298999786,18.1179389954,18.0766296387,19.3176059723,20.8195858002,20.7794647217,20.5140609741,20.117401123,19.3368282318,16.018951416,14.9473409653,13.7691707611,15.3935184479,16.336971283,17.3222103119,19.3885154724,20.3212108612,21.7026634216,21.0917625427,21.110496521,20.2876720428,15.989197731,14.8883447647,13.6063861847,14.9140892029,15.8647451401,19.5656490326,21.3621120453,20.9132518768,20.6715393066,20.3973388672,19.6198139191,18.7920799255,17.1590614319,15.8681087494,14.708823204,16.2187957764,17.430480957,19.0922336578,20.6136817932,21.489566803,21.7630882263,21.2152099609,20.2700958252,18.7463264465,17.6825637817,17.0063743591,14.5863084793,14.9011850357,16.2977046967,18.6711502075,19.3640899658,20.4279613495,21.8068752289,19.930393219,20.605178833,19.5267486572,16.8051834106,15.0199708939,15.3110694885,15.1985931396,16.6895065308,19.5105686188,21.0258598328,21.0968952179,20.7723560333,21.840801239,19.8901786804,18.9798488617,18.1379776001,15.0791492462,15.5288581848,15.7752103806,18.4568862915,20.0782909393,20.7930870056,22.2670536041,22.0405578613,20.7662582397,20.4348640442,18.5645942688,16.5121555328,15.8020029068,16.7975387573,17.6877422333,17.2258281708,17.7126922607,19.5768089294,20.801738739,21.339548111,20.6818752289,19.8054599762,18.9137306213,16.3202800751,14.480969429,13.9919519424,16.2842407227,16.8196926117,18.9558944702,19.8032245636,21.5039081573,21.1952667236,21.0016460419,19.8928661346,18.668926239,16.7640132904,15.1805028915,16.0744972229,16.5610046387,18.6639251709,19.3151531219,21.1015987396,22.4321594238,22.8180084229,21.7763786316,21.1136169434,19.5975379944,16.9008483887,14.9368858337,15.8840398788,17.0295085907,17.4278507233,18.4136867523,19.730632782,21.3787879944,21.3573360443,21.153635025,20.7387504578,18.3048591614,15.9059286118,14.7836866379,15.5360050201,15.9422798157,17.7990856171,17.9936580658,18.7236938477,20.8932704926,21.2725982666,20.6354427338,19.5522022247,19.0798149109,16.8353557587,16.7215480804,13.7194690704,15.7836742401,17.061624527,20.4372940063,20.1071186066,21.1272220612,22.032787323,21.8351898193,21.4324245453,20.3957386017,16.5239238739,15.5946884155,15.6890411377,17.1560955048,17.7091255188,19.1393890381,20.7035503387,20.8455905914,21.3900356293,20.4862041473,22.0628204346,20.807641983,18.0047874451,16.7667770386,15.4878292084,17.7510814667,16.9495811462,21.2488937378,20.7217597961,21.722114563,21.7152729034,22.4435844421,20.7306461334,19.4699554443,16.8452110291,17.1506347656,15.8240346909,14.9289484024,17.2500514984,18.9909572601,20.1607875824,21.2292137146,20.784078598,20.3068656921,19.9462947845,19.7999343872,15.7407054901,15.2667589188,14.7096042633,16.0472679138,19.4157123566,18.2354297638,19.9721546173,20.5408306122,21.2711372375,20.890663147,20.5176582336,20.1724910736,18.1033611298,17.0455036163,15.3440971375,17.4251918793,16.9538135529,19.6175136566,19.9587554932,20.3734912872,22.1114521027,21.355091095,20.989812851,18.8504581451,15.8247251511,16.019285202,16.6013660431,17.1847553253,17.1874580383,19.1910896301,20.0611228943,21.410161972,21.2792110443,21.1985836029,21.6450881958,20.0491828918,16.3171043396,16.5539131165,14.9295701981,16.2014026642,19.3901424408,20.2053375244,19.9056777954,21.3721885681,20.4314689636,20.6257381439,20.3663787842,19.1528968811,16.5465946198,15.4628763199,16.3807430267,17.0581741333,17.0583019257,19.548625946,19.941778183,20.5659332275,20.8128299713,21.2994174957,21.2223243713,19.285402298,17.7109279633,14.3061981201,15.0794219971,16.4429302216,18.0439186096,18.800775528,22.3094787598,21.2206764221,21.6560096741,22.3606281281,21.0405883789,18.9346199036,16.7591400146,15.5483636856,16.2226982117,15.9457464218,18.3506889343,18.1682319641,20.1364078522,21.2341384888,21.9290390015,21.731338501,19.8120727539,19.5898227692,16.7035636902,14.8889436722,16.115316391,16.7474212646,17.7656707764,19.0561733246,19.5651416779,21.0282344818,20.5240707397,22.0518302917,20.7928142548,19.5362739563,17.0355739594,16.0269584656,15.442486763,17.2808933258,18.8700695038,20.6791725159,20.54022789,22.5107383728,20.6613616943,21.3017997742,20.293346405,18.7645797729,17.469203949,16.4676456451,14.9746866226,15.9779624939,18.0640087128,19.0034618378,20.5242900848,22.070602417,23.0378055573,22.5554943085,20.7515239716,19.5295848846,17.5843372345,16.8503704071,15.6058959961,17.2067089081,19.2149734497,20.8306560516,20.8022155762,21.8051681519
1,Acapuri de Cima,.,Processo de Homologação,Declarada,Terra Indígena,N,NA,19885.0378 Ha,Ativo,Principal,57.64093 Ha,NA,2,25.0986747742,25.1892375946,25.367685318,24.8392925262,24.6816082001,25.1701831818,25.8441734314,25.4890613556,25.3997192383,25.0268669128,25.4637641907,25.4985313416,25.9182357788,25.9088344574,25.7175731659,25.453338623,26.0234642029,24.7757282257,24.0775356293,24.9258480072,25.9530181885,25.4508304596,25.1665763855,25.437046051,24.6192951202,24.2967433929,25.4826793671,25.4109344482,25.7876739502,24.4806785583,24.246843338,24.5346755981,24.8120155334,25.9160995483,26.2168884277,26.4810161591,26.3796577454,25.0634498596,25.8476238251,25.6060352325,25.2251262665,24.025177002,24.9412097931,24.2484893799,25.71849823,26.1761608124,26.2022323608,25.7130851746,24.7242221832,25.9918689728,24.9911365509,25.7929134369,24.7910823822,25.3016223907,23.9341335297,25.3123016357,24.9916191101,25.6973266602,25.40442276,25.381149292,25.0136985779,24.946723938,26.0448932648,25.618598938,24.7797470093,24.8061065674,26.2593250275,25.0283374786,26.2542819977,26.544090271,26.0239715576,26.9121952057,25.6681499481,25.4043312073,26.1768722534,25.3395748138,24.8781070709,24.0255832672,24.0245475769,25.4978961945,25.9540405273,26.2132091522,25.6134357452,25.3790187836,24.521522522,24.9530086517,24.8813743591,25.2989788055,24.4405517578,24.746515274,24.2780742645,25.5646018982,26.1115150452,25.1674823761,25.8023529053,26.3093585968,24.7479171753,25.0598258972,25.305765152,25.5032920837,25.0406627655,24.7738761902,24.3024711609,25.1152114868,25.5684757233,26.3399219513,25.740354538,25.3111248016,25.4767684937,26.0503311157,25.8476848602,25.4227771759,25.4523677826,24.9954433441,24.3285427094,24.612071991,25.2258110046,25.3724575043,25.5406513214,26.0521392822,25.7816925049,25.9418449402,25.6749038696,25.8958034515,25.6428489685,25.466386795,23.3837356567,24.9581356049,25.7191982269,25.9152889252,25.7545547485,25.1118793488,25.1789493561,25.5275840759,24.8199176788,24.9493293762,25.497423172,24.7070102692,24.8865623474,25.1620388031,24.9385128021,25.5745315552,25.8464984894,24.4945068359,24.9087371826,24.8855457306,25.6411800385,25.2302131653,25.7817459106,24.6042919159,24.1535987854,24.6671085358,25.5106811523,25.4183158875,24.8232021332,24.9573192596,26.0490474701,25.3256492615,26.1550045013,24.9851131439,25.0639228821,24.5652389526,25.8708667755,25.2509765625,26.2562236786,26.3285751343,26.3379173279,25.0547370911,25.1871147156,26.4732646942,25.5725460052,25.4262943268,25.4259567261,24.4738559723,24.3825950623,24.3460006714,24.5074100494,25.1301441193,25.1922340393,25.2637672424,24.8686199188,24.7200393677,24.7582187653,24.6188755035,24.704082489,25.3174514771,25.1563129425,24.8731536865,25.1316776276,26.1291770935,25.7958202362,25.8443393707,25.7645130157,25.8697338104,25.8353481293,25.7690200806,25.19298172,24.9290676117,24.7957611084,25.6570339203,26.2570362091,25.6195106506,26.1857585907,25.6325149536,25.1238212585,24.4925575256,25.1215171814,24.1258239746,24.1437206268,24.4386482239,23.8091087341,24.288269043,26.0752239227,25.2162475586,25.564622879,25.417766571,24.4885177612,24.6568317413,24.6547832489,24.7731304169,25.0674419403,24.7142124176,24.4946517944,24.9665470123,25.3066577911,25.3114528656,25.4691505432,25.3073749542,24.4557876587,24.2887496948,25.1252384186,25.1794548035,24.8945579529,23.5614776611,24.2830505371,25.5287895203,25.5129718781,26.2560977936,26.4320411682,25.728105545,25.5343437195,25.2513160706,25.1558628082,25.2562866211,25.2846240997,24.6019001007,24.5790710449,25.1735782623,25.8291931152,25.6260585785,25.2970104218,25.5409946442,26.2172622681,25.7064037323,25.6086673737,25.5344047546,25.5425338745,25.1014900208,24.9154148102,25.1351890564,25.4897460938,26.6214904785,26.0407466888,26.4698925018,25.9890975952,25.4233150482,25.6132259369,25.5610694885,24.6617851257,24.7914466858,24.7055149078,25.299074173,25.4280052185,26.1713790894,25.7779045105,26.2704944611,26.2160701752,25.4548339844,25.548368454,25.4628257751,25.6628723145,25.6793231964,24.8434486389,25.7173099518,25.9878349304,25.997800827,25.8736915588,25.5134677887,25.0791511536,25.0625419617,25.3456726074,25.274980545,24.4005622864,25.1916656494,24.6820831299,25.4443721771,25.714132309,26.3613872528,25.2895030975,25.7249507904,25.4698791504,26.543504715,25.1497974396,25.168182373,24.7847385406,25.0942268372,25.5761013031,25.2100429535,26.0842666626,25.8737564087,26.0198326111,25.6802902222,25.3950004578,24.741771698,25.7593040466,25.8145503998,25.0454730988,24.9540576935,25.4256896973,25.9139232635,25.7064990997,25.9714717865,26.2239761353,25.6757907867,24.848985672,25.2131519318,25.5798988342,25.7264137268,25.383649826,24.7923603058,25.4972877502,25.5520191193,27.123085022,26.8146057129,27.0086154938,26.5201377869,26.5525588989,26.5813598633,26.8716182709,25.9437332153,26.4762229919,26.3221416473,25.2809371948,26.2678127289,27.0387897491,26.7271137238,26.3017368317,26.1563510895,25.407289505,25.2921543121,25.6614131927,25.7924823761,25.6150779724,25.7619915009,25.3408908844,26.7430019379,25.648935318,25.8807029724,25.6741371155,26.4322853088,25.4897613525,25.0327453613,25.4030914307,25.6188220978,25.8258476257,25.7578201294,25.2978954315,26.2645301819,26.6590175629,25.9162712097,26.2430667877,25.3312797546,25.3538093567,24.8588886261,25.5316429138,26.0987949371,25.3620662689,25.9631710052,25.1871070862,25.6770191193,26.4576034546,26.881105423,26.1919574738,26.526971817,25.8755607605,25.756608963,25.8465042114,26.0043144226,26.0249500275,26.0360984802,25.5694351196,25.803483963,27.036649704,26.5256080627,26.6557369232,26.6350402832
2,Acimã,.,Concluído,Regularizada,Terra Indígena,N,NA,40686.0340 Ha,Ativo,Principal,110.11701 Ha,NA,3,24.0430431366,24.1357936859,24.0259246826,24.0205783844,24.0638427734,23.838010788,24.2829704285,24.2701015472,24.4088745117,24.6061210632,24.6349124908,24.3017272949,24.3297615051,24.9656639099,24.7997245789,24.8542423248,25.0692119598,22.6259555817,23.6225643158,24.2441444397,24.9736595154,24.4820194244,24.3734130859,24.0010051727,23.5855445862,24.2197494507,24.0079994202,23.7256031036,24.1529960632,23.2187652588,23.5265979767,23.6353740692,24.4053382874,25.0444221497,24.4525794983,24.6956672668,24.3427906036,24.0091323853,24.2598247528,24.1470928192,24.0601196289,23.3124828339,23.2876853943,23.8201942444,24.4928951263,24.7904434204,24.5870857239,24.1166114807,24.0166816711,23.7321147919,23.6778659821,24.3859214783,24.3628082275,23.6901702881,23.0039577484,24.4051151276,24.0151233673,24.601606369,24.4258022308,24.1708965302,24.0487709045,24.2343826294,24.3117141724,24.5964851379,24.0693912506,23.4036998749,24.9455394745,24.2114372253,25.4674491882,25.9839725494,24.7507457733,25.0959873199,24.6054782867,24.6821956635,24.6238021851,24.2132740021,23.8132419586,22.8151493073,22.5326404572,24.9212799072,25.4605312347,25.4566955566,24.6628799438,24.1400547028,23.6601276398,23.5282669067,23.7279605865,23.8933486938,23.3528614044,23.8842067719,22.5126075745,24.6441268921,24.8129291534,24.440032959,24.9765033722,24.474149704,23.9284992218,23.7771511078,24.2032680511,24.2678623199,23.8804168701,23.3725986481,22.5608558655,24.4951496124,24.4959220886,25.4219856262,24.8564357758,24.5163478851,24.532377243,24.5537624359,24.361787796,24.3921318054,24.6666660309,23.8721981049,23.3315906525,24.2453231812,25.1368103027,25.0029888153,24.8579158783,24.8748607635,24.9175796509,24.8467941284,24.3864021301,24.6298370361,25.3642749786,24.9783344269,22.6501064301,24.1433200836,24.158821106,24.9651565552,24.4510574341,24.4646072388,24.0767040253,24.1433868408,24.044506073,24.1479816437,24.3728027344,23.7985305786,23.206287384,23.9021034241,24.6777439117,25.410451889,24.6044769287,24.5072994232,24.0985774994,23.9619293213,24.3977394104,24.4723987579,24.6305999756,23.7723579407,23.3925800323,24.7436218262,25.142457962,25.2278118134,25.2779083252,24.5821266174,24.6128635406,24.3123855591,24.612285614,24.2250022888,24.0613517761,24.4289855957,24.7081718445,24.6792583466,25.667011261,25.576921463,25.321018219,24.7387447357,24.6206665039,24.2676467896,24.3119544983,24.2725124359,24.4996452332,22.9794902802,24.4388885498,24.9935474396,25.0467128754,24.9853134155,24.8657341003,24.9607257843,24.53840065,24.1478271484,24.1188259125,24.1695957184,24.4109630585,24.7379570007,24.5983219147,24.5396595001,26.2138519287,25.7829990387,25.5008544922,24.88372612,25.3760051727,25.3788375854,25.2772979736,25.3369827271,24.4029922485,24.0041294098,24.7887458801,25.7469120026,25.4738712311,25.6805362701,24.8428459167,24.7314147949,24.2346668243,24.3224658966,24.5839729309,24.0282001495,24.073682785,23.9764175415,23.8492965698,24.0691280365,25.4288063049,25.0806732178,24.9719009399,24.5907745361,24.3805885315,24.1697673798,24.1383781433,24.1476268768,24.3236083984,23.8016662598,22.7296295166,24.7223377228,24.742773056,24.8696613312,24.7085170746,24.4801692963,23.6952533722,23.8814926147,24.1223506927,24.4407119751,24.0380191803,22.619386673,23.6936359406,25.2665958405,24.9779987335,25.6158866882,25.2426357269,24.6378803253,24.7384490967,24.5465106964,24.5754013062,24.6390304565,24.7899551392,23.8709430695,24.4912033081,25.2689800262,25.4692764282,25.6051921844,25.1688957214,24.7852325439,25.1788578033,24.4979114532,24.4592514038,24.6453437805,24.7771987915,24.4379291534,23.8297424316,23.9928302765,24.2449264526,24.924697876,24.8274173737,25.0222129822,24.7289657593,24.5100269318,24.5789432526,24.8189945221,23.3090190887,23.9351520538,24.0018310547,24.8232192993,25.1580791473,25.4790344238,25.0725879669,24.5560436249,24.9517784119,24.3441066742,24.4013080597,24.4611263275,24.7604084015,24.205411911,23.6314373016,25.0419006348,24.6324234009,25.186580658,25.2868041992,24.4607257843,24.4001121521,24.2189750671,24.5077991486,24.1245632172,23.0028038025,24.320110321,24.0966835022,25.2105636597,24.9561233521,25.3188037872,24.9066467285,24.4799041748,24.7248897552,24.4904956818,24.3181934357,24.3942928314,23.439458847,24.1141719818,24.1452350616,24.762336731,25.6864643097,25.1369628906,24.7320137024,24.3368968964,23.9394054413,23.6450977325,23.8014183044,24.085603714,23.3589382172,22.9011631012,24.7051753998,25.6459159851,25.0190391541,25.1541099548,25.1316833496,24.1613674164,24.2117919922,24.1549816132,24.3792152405,24.2980518341,24.5453948975,23.6198730469,24.4987430573,25.6628437042,25.917673111,26.0066719055,25.6124649048,24.3329277039,24.6192989349,25.1030006409,25.1915397644,25.1453990936,24.3905677795,24.9710884094,23.9474964142,25.3840904236,26.4109134674,25.4102420807,24.9073638916,24.696937561,24.0780982971,23.9699115753,24.7069988251,25.0729560852,25.1275310516,25.4736289978,25.5441532135,25.9932537079,26.1396408081,25.9107513428,25.8455524445,25.1533508301,24.4152030945,24.3779621124,24.6796150208,25.0314064026,25.1244125366,24.9071922302,24.7080535889,26.0437602997,26.0004787445,25.5428848267,25.3716239929,24.3894996643,24.4201164246,24.2738018036,24.6093730927,24.6621608734,24.4549026489,24.8152542114,23.8655166626,24.3385772705,25.284368515,25.0764961243,24.4890670776,24.6535415649,24.2020664215,23.8553848267,24.0733165741,24.595495224,24.2620487213,24.5069084167,23.5992126465,25.2106513977,25.7626419067,24.7474975586,24.7307109833,24.3842563629
