id,"1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.221260540787695,0.20248183787895,0.22961515429523,0.267557013027805,0.252640288433581,0.237241250015786,0.161104209597137,0.252801954396569,0.285170371631729,0.283225366365963,0.229333681491393,0.219764895340414,0.081026936277672,0.328050728033367,0.270108981941953,0.285144779507837,0.249145620672986,0.237600677393429,0.274343053224553,0.323509565150212,0.308304466023244,0.319139718634585,0.253867795453943,0.285641251206671,0.321830491847714,0.327685054829104,0.280130255666925,0.277286737654281,0.28129393796517,0.284189118926343,0.290547946591496,0.253090238006838,0.23082295995615
2,0.244629562635387,0.287903902642164,0.272261888194807,0.257349553978042,0.271471475134574,0.288882848195023,0.245233209059718,0.253047776038575,0.257740363383901,0.260372467923647,0.274147890550877,0.288328503076831,0.277861586796129,0.280374501299312,0.29453940604122,0.292956259764616,0.312799152743758,0.305916856803242,0.28942204697715,0.304314401219702,0.318776261468233,0.313830013902357,0.300618305253355,0.305953133465043,0.286554716150282,0.283643002910703,0.278851425233759,0.284837827201771,0.307768382815941,0.301649897962532,0.317754792608389,0.315744584741513,0.331275832551509
3,0.269140714907099,0.282744284460039,0.291969260654749,0.276997738105267,0.276280369796327,0.280665466585768,0.262651397879658,0.282798981068692,0.295066928376518,0.256126824577138,0.276371071883234,0.302852411949085,0.289882160114071,0.281924887582638,0.27909593483616,0.295461583590296,0.307971393031551,0.296990120702915,0.295190307117025,0.307855490080888,0.309781086361626,0.297606955310668,0.297172858452592,0.326972677353456,0.298714143726876,0.316247133323907,0.287666953919258,0.28768388146001,0.315210897132417,0.315590338572465,0.334599860011094,0.350372033356369,0.338447545648024
4,0.259549134010374,0.274920625436805,0.277585361905394,0.267641946269391,0.265224761898349,0.26702836589726,0.261786598263694,0.248903751502241,0.276073973209463,0.245587286345292,0.26358056510351,0.296732625614453,0.277009470754884,0.279451871812897,0.272255847611284,0.280573073389529,0.305197304585003,0.297214087903548,0.271453809399155,0.297083609292434,0.282663135412211,0.29412245834312,0.274527428008226,0.303271595014104,0.286193117169565,0.2988058772709,0.271557328777969,0.277056203704635,0.308914397703077,0.315888745952995,0.324245603557554,0.328026923580715,0.326103254832329
5,0.299365277610693,0.309342418546366,0.308167907209172,0.291265071747997,0.328462264385642,0.317103887927581,0.299950590897534,0.274607130383509,0.33225633744856,0.28016329854381,0.254509640471041,0.32409686050061,0.162132320490769,0.325557200672915,0.357461676732816,0.344412248898502,0.337066012897541,0.308399238962792,0.359083979532164,0.337366957622366,0.354817434552865,0.35342596651446,0.325611859745783,0.322481159790502,0.314853046142754,0.324275665268614,0.336612484517587,0.336631500507756,0.321746386554622,0.326991614515741,0.351229637059406,0.308155789473684,0.314873134162738
6,0.224705301587302,0.206755891330891,0.246901726302574,0.243330936819172,0.257111264579497,0.280863500761035,0.246246441223833,0.22284481276857,0.236524817980374,0.210971388101983,0.262526818873668,0.243750793650794,0.189892244008715,0.25243604261796,0.219464480874317,0.2761800304414,0.264425783866058,0.278767765567766,0.237525555555556,0.285259086757991,0.259540312213039,0.245357777777778,0.248519406183043,0.23370757020757,0.248876407914764,0.256747392290249,0.240869452638479,0.237330372588157,0.254699128540305,0.255065814307458,0.253520704310868,0.281150191570881,0.303857894736842
7,0.310220368890736,0.271624518191897,0.274140669071175,0.306358900833098,0.285767943039462,0.284843454888189,0.256114647065312,0.340602953680933,0.331552833372825,0.344009824779077,0.316529269884171,0.287275871697343,0.142979162161435,0.347306731847091,0.348820086392864,0.356178969574493,0.337858396005024,0.337881808525306,0.459052145004421,0.377596587516117,0.348311411716746,0.415231010317733,0.390360413966491,0.402043266760735,0.411474165753356,0.370308343673712,0.379035745272374,0.353708980423249,0.379168432186788,0.382496849873728,0.401015087649089,0.375213996261321,0.312890335444811
8,0.236199428571429,0.188479017857143,0.18207302259887,0.238933158263305,0.215637534530387,0.207886780821918,0.151845398550725,0.267103936464088,0.26843051994302,0.262499716713881,0.213589760273973,0.199937431318681,0.0885090196078431,0.293359349315069,0.226130464480874,0.250311267123288,0.256812260273973,0.231710645604396,0.326673333333333,0.283643321917808,0.296988842975207,0.307550616438356,0.269036053719008,0.276076888736264,0.294578082191781,0.283767201166181,0.275689454277286,0.261124513473054,0.286365546218487,0.281178321917808,0.27725662568306,0.270460423197492,0.197047610803324
9,0.223539931620162,0.249376437675218,0.237901654128637,0.188614863070343,0.218709233744718,0.226248576009248,0.214383547799924,0.279793264068654,0.327174431028409,0.24781042445025,0.249056770249708,0.302691924414665,0.173920715231365,0.280532270212717,0.27487836927877,0.239466421539328,0.234919513404621,0.209851915386063,0.179459909280193,0.242093642700733,0.249960535222132,0.275238195044992,0.243690228894976,0.225352702941027,0.170752373256584,0.182953693421619,0.178361144627857,0.184939719974685,0.155980696759774,0.172530719186296,0.180445218687048,0.164975995860212,0.184258316748846
10,0.250027450591117,0.272480982799926,0.229829374969998,0.248724281846091,0.262478239355562,0.27214966604606,0.247697872268999,0.269583954749417,0.309955752087489,0.2576180326503,0.256739706447626,0.25469725017721,0.210162397460797,0.313662362018638,0.288642103627685,0.299944612636752,0.29828606876594,0.287139065033095,0.288212064056632,0.322974704951582,0.322703911877784,0.317561801079294,0.323310237378085,0.298137444276523,0.319212515266394,0.308539852373234,0.307884576878563,0.300533845423663,0.306114776828409,0.312876878108442,0.292798801700242,0.293075244390766,0.262380053566452
