id,"1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.761455128205128,0.731391025641026,0.725933333333333,0.763658974358974,0.7788,0.73380641025641,0.693692307692308,0.740683333333333,0.771651282051282,0.763996153846154,0.714196153846154,0.748101282051282,0.759552564102564,0.778369230769231,0.780294871794872,0.74345,0.752637179487179,0.738846153846154,0.744926923076923,0.812207692307692,0.83865641025641,0.842928205128205,0.804726923076923,0.791647435897436,0.835852564102564,0.798405128205128,0.796517948717949,0.798434615384615,0.79895,0.790334615384615,0.818547435897436,0.83368717948718,0.825014102564103
2,0.645547222222222,0.685217438271605,0.694518364197531,0.72266712962963,0.711061728395062,0.712044598765432,0.722886882716049,0.681700925925926,0.677105401234568,0.679711265432099,0.720148919753086,0.716346913580247,0.790802393162393,0.8553,0.696400462962963,0.712227314814815,0.753920524691358,0.741390277777778,0.742304783950617,0.708645679012346,0.783954475308642,0.757014043209877,0.759056172839506,0.761020061728395,0.75256512345679,0.7155375,0.769793672839506,0.786274228395062,0.763186574074074,0.763129783950617,0.741891203703704,0.755853703703704,0.767793827160494
3,0.744306691729323,0.742584285714286,0.749683233082707,0.751458872180451,0.759040451127819,0.754627744360902,0.736261428571429,0.779502030075188,0.773785714285714,0.687083458646616,0.734915639097744,0.742864360902256,0.785148947368421,0.77207954887218,0.719608195488722,0.781330601503759,0.776048421052631,0.78020969924812,0.666435338345865,0.836255939849624,0.770625563909774,0.772044135338346,0.82617947368421,0.835164285714286,0.814482481203007,0.825556766917293,0.788276466165413,0.723457669172932,0.850934586466165,0.811333759398496,0.833737368421053,0.813186541353383,0.850487152777778
4,0.676674863626446,0.741065175649138,0.74358426794676,0.75881320096007,0.752641828496618,0.689520663320969,0.718481780493127,0.772940017455815,0.767360331660484,0.640646476107353,0.721562906393192,0.747109426140083,0.791146454287585,0.742536024438141,0.727588064586515,0.72956768492254,0.773487540912066,0.76381285184377,0.617664913811914,0.817753851189177,0.773856818677722,0.775046803403884,0.750157996945232,0.801877241981235,0.798389722888937,0.821182085969889,0.793961749945451,0.754999279947633,0.842762077241981,0.812365022910757,0.81933028583897,0.784276500109099,0.800180100370936
5,0.7518,0.785,0.8404,0.726685,0.70996,0.7323,0.90859,0.69522,0.72553,0.72348,0.7064,0.93127,0.873635,0.671565,0.7012,0.6957,0.681315,0.7701,0.73887,0.770715,0.73559,0.7108,0.7451,0.69484,0.725085,0.707865,0.73748,0.70911,0.7049,0.712410526315789,0.7282,0.7762,0.870575
6,0.687655555555556,0.584377777777778,0.721588888888889,0.704488888888889,0.723166666666667,0.690144444444444,0.729466666666667,0.684488888888889,0.639288888888889,0.687744444444444,0.654788888888889,0.6706,0.744188888888889,0.715533333333333,0.7302,0.746155555555556,0.7153,0.700755555555556,0.570622222222222,0.743188888888889,0.756577777777778,0.710844444444444,0.6688,0.682233333333333,0.778022222222222,0.704188888888889,0.6591,0.723388888888889,0.727955555555555,0.737577777777778,0.691966666666667,0.772722222222222,0.765677777777778
7,0.814724137931035,0.81568275862069,0.929310344827586,0.777613793103448,0.803779310344828,0.844779310344828,0.810535632183908,0.761736781609195,0.809759770114942,0.778668965517241,0.825927586206897,0.865880459770115,0.931451724137931,0.786477011494253,0.813347126436782,0.806928735632184,0.825147126436782,0.854868965517241,0.820158620689655,0.837877011494253,0.856068965517241,0.836603448275862,0.844431034482759,0.836996551724138,0.835706896551724,0.830433333333333,0.828185057471264,0.835845977011494,0.815948275862069,0.824050574712644,0.845165517241379,0.85306091954023,0.902037931034483
8,0.6611,0.6458375,0.6967375,0.61475,0.6507375,0.6471125,0.8211,0.6418125,0.6524625,0.6386,0.613375,0.707475,0.7507,0.644525,0.6173375,0.628225,0.6501125,0.6604,0.635775,0.6824875,0.6767125,0.67125,0.6561625,0.6985875,0.633,0.6819,0.6468625,0.6658,0.651125,0.6662125,0.6657375,0.73025,0.8363875
9,0.677104411764706,0.787826470588235,0.787679411764706,0.670894594594595,0.6892,0.673191891891892,0.7333,0.667482352941177,0.762075,0.724236764705882,0.679455882352941,0.742447058823529,0.720229411764706,0.710732432432433,0.6342325,0.64961,0.656702702702703,0.678126470588235,0.707117647058824,0.717443243243243,0.7269,0.812481081081081,0.805735294117647,0.703056756756757,0.638469117647059,0.653586486486487,0.6589,0.682673846153846,0.643791891891892,0.7127,0.628543243243243,0.610689189189189,0.72567027027027
10,0.618898812636166,0.655054008714597,0.664524405916586,0.68080334422658,0.634704030501089,0.710566797385621,0.750295904139434,0.731951721132898,0.594616519799219,0.606837015250545,0.601348986928105,0.691158387799564,0.738942821350763,0.737322712418301,0.77011082788671,0.635486525054466,0.636,0.715211644880174,0.61599316993464,0.777928104575163,0.600181677559913,0.667310675381264,0.955339333333333,0.71564674291939,0.795615032679739,0.673555697167756,0.627233965141612,0.659349934640523,0.748348507625272,0.756844760348584,0.71619325708061,0.719603235294118,0.73990440087146
