"","SP_ID","id","Pop_1990","Pop_1995","Pop_2000","MeanL_1982","MeanL_1983","MeanL_1984","MeanL_1985","MeanL_1986","MeanL_1987","MeanL_1988","MeanL_1989","MeanL_1990","MeanL_1991","MeanL_1992","MeanL_1993","MeanL_1994","MeanL_1995","MeanL_1996","MeanL_1997","MeanL_1998","MeanL_1999","MeanL_2000","MeanL_2001","MeanL_2002","MeanL_2003","MeanL_2004","MeanL_2005","MeanL_2006","MeanL_2007","MeanL_2008","MeanL_2009","MeanL_2010","MeanL_2011","MeanL_2012","MeanL_2013","MeanL_2014","MaxL_1982","MaxL_1983","MaxL_1984","MaxL_1985","MaxL_1986","MaxL_1987","MaxL_1988","MaxL_1989","MaxL_1990","MaxL_1991","MaxL_1992","MaxL_1993","MaxL_1994","MaxL_1995","MaxL_1996","MaxL_1997","MaxL_1998","MaxL_1999","MaxL_2000","MaxL_2001","MaxL_2002","MaxL_2003","MaxL_2004","MaxL_2005","MaxL_2006","MaxL_2007","MaxL_2008","MaxL_2009","MaxL_2010","MaxL_2011","MaxL_2012","MaxL_2013","MaxL_2014","Slope","Elevation","UrbTravTim","MeanT_1982","MeanT_1983","MeanT_1984","MeanT_1985","MeanT_1986","MeanT_1987","MeanT_1988","MeanT_1989","MeanT_1990","MeanT_1991","MeanT_1992","MeanT_1993","MeanT_1994","MeanT_1995","MeanT_1996","MeanT_1997","MeanT_1998","MeanT_1999","MeanT_2000","MeanT_2001","MeanT_2002","MeanT_2003","MeanT_2004","MeanT_2005","MeanT_2006","MeanT_2007","MeanT_2008","MeanT_2009","MeanT_2010","MeanT_2011","MeanT_2012","MeanT_2013","MeanT_2014","MaxT_1982","MaxT_1983","MaxT_1984","MaxT_1985","MaxT_1986","MaxT_1987","MaxT_1988","MaxT_1989","MaxT_1990","MaxT_1991","MaxT_1992","MaxT_1993","MaxT_1994","MaxT_1995","MaxT_1996","MaxT_1997","MaxT_1998","MaxT_1999","MaxT_2000","MaxT_2001","MaxT_2002","MaxT_2003","MaxT_2004","MaxT_2005","MaxT_2006","MaxT_2007","MaxT_2008","MaxT_2009","MaxT_2010","MaxT_2011","MaxT_2012","MaxT_2013","MaxT_2014","MinT_1982","MinT_1983","MinT_1984","MinT_1985","MinT_1986","MinT_1987","MinT_1988","MinT_1989","MinT_1990","MinT_1991","MinT_1992","MinT_1993","MinT_1994","MinT_1995","MinT_1996","MinT_1997","MinT_1998","MinT_1999","MinT_2000","MinT_2001","MinT_2002","MinT_2003","MinT_2004","MinT_2005","MinT_2006","MinT_2007","MinT_2008","MinT_2009","MinT_2010","MinT_2011","MinT_2012","MinT_2013","MinT_2014","MeanP_1982","MeanP_1983","MeanP_1984","MeanP_1985","MeanP_1986","MeanP_1987","MeanP_1988","MeanP_1989","MeanP_1990","MeanP_1991","MeanP_1992","MeanP_1993","MeanP_1994","MeanP_1995","MeanP_1996","MeanP_1997","MeanP_1998","MeanP_1999","MeanP_2000","MeanP_2001","MeanP_2002","MeanP_2003","MeanP_2004","MeanP_2005","MeanP_2006","MeanP_2007","MeanP_2008","MeanP_2009","MeanP_2010","MeanP_2011","MeanP_2012","MeanP_2013","MeanP_2014","MaxP_1982","MaxP_1983","MaxP_1984","MaxP_1985","MaxP_1986","MaxP_1987","MaxP_1988","MaxP_1989","MaxP_1990","MaxP_1991","MaxP_1992","MaxP_1993","MaxP_1994","MaxP_1995","MaxP_1996","MaxP_1997","MaxP_1998","MaxP_1999","MaxP_2000","MaxP_2001","MaxP_2002","MaxP_2003","MaxP_2004","MaxP_2005","MaxP_2006","MaxP_2007","MaxP_2008","MaxP_2009","MaxP_2010","MaxP_2011","MaxP_2012","MaxP_2013","MaxP_2014","MinP_1982","MinP_1983","MinP_1984","MinP_1985","MinP_1986","MinP_1987","MinP_1988","MinP_1989","MinP_1990","MinP_1991","MinP_1992","MinP_1993","MinP_1994","MinP_1995","MinP_1996","MinP_1997","MinP_1998","MinP_1999","MinP_2000","MinP_2001","MinP_2002","MinP_2003","MinP_2004","MinP_2005","MinP_2006","MinP_2007","MinP_2008","MinP_2009","MinP_2010","MinP_2011","MinP_2012","MinP_2013","MinP_2014","Riv_Dist","Road_dist","reu_id","terrai_nom","terrai_are","terrai_per","stagename","stagenum","UF","pop","idstart_m","idstart_y","idplan_m","idplan_y","idend_m","idend_y","delplan_m","delplan_y","delend_m","delend_y","demplan_m","demplan_y","demend_m","demend_y","apprplan_m","apprplan_y","apprend_m","apprend_y","regplan_m","regplan_y","regend_m","regend_y","enforce_st","enforce_en","enforce_to","Ag_Pot_Maj","X1997_Perc","X2011_Perc","X2013_Perc","Cons_AOD","Biodiv_Pri","Clim_Zone","ClimChgZon","AvgD_FedCU","AvgD_StaCU","AvgD_Log","AvgDist0_9","AvgDist2_0","AvgDist5_0","AvgDist6_0","AvgDist7_0","AvgDist8_0","AvgDist9_0","AvgDist10_","AvgDist11_","AvgDist12_","AvgDist_15","AvgD_Rail","AvgD_Mine","AvgD_City","AvgD_MajCi","Cons_Ecosy","AreaForRes","AreaOvLR","DomSoil","ConsTrdPop","DomVegetat","pre_trend_NDVI_mean","pre_trend_NDVI_max","NDVIslope_95_10","NDVILevelChange_95_10","pre_trend_temp_mean","pre_trend_temp_max","pre_trend_temp_min","post_trend_temp_mean","post_trend_temp_max","post_trend_temp_min","pre_trend_precip_mean","pre_trend_precip_max","pre_trend_precip_min","post_trend_precip_mean","post_trend_precip_max","post_trend_precip_min","proj_check","TrtBin","NA_check"
"1","2",2,1.552417762868,1.994054920681,2.525881238378,0.244629562635387,0.287903902642164,0.272261888194807,0.257349553978042,0.271471475134574,0.288882848195023,0.245233209059718,0.253047776038575,0.257740363383901,0.260372467923647,0.274147890550877,0.288328503076831,0.277861586796129,0.280374501299312,0.29453940604122,0.292956259764616,0.312799152743758,0.305916856803242,0.28942204697715,0.304314401219702,0.318776261468233,0.313830013902357,0.300618305253355,0.305953133465043,0.286554716150282,0.283643002910703,0.278851425233759,0.284837827201771,0.307768382815941,0.301649897962532,0.317754792608389,0.315744584741513,0.331275832551509,0.645547222222222,0.685217438271605,0.694518364197531,0.72266712962963,0.711061728395062,0.712044598765432,0.722886882716049,0.681700925925926,0.677105401234568,0.679711265432099,0.720148919753086,0.716346913580247,0.790802393162393,0.8553,0.696400462962963,0.712227314814815,0.753920524691358,0.741390277777778,0.742304783950617,0.708645679012346,0.783954475308642,0.757014043209877,0.759056172839506,0.761020061728395,0.75256512345679,0.7155375,0.769793672839506,0.786274228395062,0.763186574074074,0.763129783950617,0.741891203703704,0.755853703703704,0.767793827160494,0.29067343480213,57.611156465508,2748.27302009964,25.2557331716667,25.4006690991667,25.1904619541667,25.4288954733333,25.192816575,25.6859974875,25.3478972116667,25.1729447058333,25.2340749108333,25.3647538808333,25.4371894208333,25.1319053983333,25.0484949758333,25.6036060641667,25.1150986358333,25.1598140408333,25.6256899833333,24.8181106241667,24.9342293733333,25.1038602191667,25.26085329,25.69860347,25.474359355,25.6631539666667,25.2975835808333,25.5545516008333,25.5522923483333,25.8383509316667,26.3766980166667,25.7708635333333,25.7366790766667,25.8408447908333,26.1474992416667,25.84417343,26.0234642,26.48101616,26.37965775,25.99186897,26.91219521,26.21320915,26.3093586,26.33992195,26.05213928,25.94184494,25.84649849,25.78174591,26.33791733,26.47326469,26.12917709,26.25703621,26.07522392,25.46915054,26.43204117,25.82919312,26.62149048,26.27049446,26.21607018,26.36138725,26.54350472,26.22397614,27.12308502,27.03878975,26.74300194,26.65901756,26.88110542,27.0366497,24.6816082,24.07753563,24.24684334,24.025177,23.93413353,24.77974701,24.02454758,24.27807426,24.30247116,24.32854271,23.38373566,24.49450684,24.15359879,24.56523895,24.34600067,24.6188755,24.79576111,23.80910873,24.48851776,23.56147766,24.57907104,24.91541481,24.66178513,24.84344864,24.40056229,24.78473854,24.7417717,24.79236031,25.28093719,25.29215431,25.03274536,24.85888863,25.56943512,212.92780495,207.8901138175,238.050178533333,227.574023566667,253.929454808333,221.60244115,242.452665325,258.969874058333,245.679089233333,196.182559975,216.35355505,313.189973183333,241.191338858333,229.521126433333,261.396086366667,200.924497614167,252.394060766667,266.468180966667,240.133176158333,235.477579116667,264.388645166667,200.195197433333,213.356965383333,237.91437595,262.789730066667,239.76353837,247.148808808333,262.079125725,233.226463958333,233.949600841667,261.821871433333,255.358542133333,262.224128716667,341.2870178,298.8368835,366.3612061,299.8099365,350.3796997,358.9371033,408.7805786,348.7635498,623.5458984,265.8857117,332.0441895,537.4449463,313.8265991,362.1808167,541.6403198,309.4403687,367.2417603,453.7085876,415.0863953,382.8025208,509.6108093,369.2263489,364.1881409,333.0423279,407.7078552,391.2275391,339.0327759,415.8939514,383.2465515,362.178009,433.8162231,368.5032959,393.7609863,114.7408829,63.86595154,120.1427765,126.359726,150.2648163,133.9461212,115.3981094,108.8193817,100.1610794,137.5622101,139.8865509,220.7469177,144.7432251,118.3259354,147.1894531,64.20259857,155.3466339,127.6906052,137.2742004,90.7881546,181.6115875,113.6353378,126.1478119,112.079216,146.7142639,93.98713684,167.1482849,136.4414825,106.7511063,124.080162,111.5053406,161.6850739,133.3364105,1953.90106200216,359992.351106281,80,"Acapuri de Cima",19885.0378,"57.64093 Ha","demarcada",6,"AM",101,12,1997,9,1998,8,1999,3,1999,4,2000,8,2005,7,2004,3,2000,NA,NA,6,2000,NA,NA,NA,NA,0,1,NA,NA,NA,NA,100.0000002,1,6,62631.54494,0,693576.0901,153177.8032,208345.3747,1968411.733,1968411.733,153284.8477,2396894.727,2330196.796,769296.1165,1985085.344,694012.9044,208345.3747,1182193.38,80932.4766,18266.16027,25027.28711,NA,NA,NA,13,24.52180965,20,0.00104461251596379,0.00827317412312308,0.000544899464415389,-0.092113425925926,-0.00108033589194261,-0.0139228526813221,-0.00471094140659137,0.0488615534178923,0.0420987580441179,0.0402101463088237,2.15330594677475,5.52360243208818,3.8789755003519,0.429196837976713,-2.50850197455883,0.458991813073528,0,1,0
"2","3",3,0.497728198767,0.462657809258,0.424099385738,0.269140714907099,0.282744284460039,0.291969260654749,0.276997738105267,0.276280369796327,0.280665466585768,0.262651397879658,0.282798981068692,0.295066928376518,0.256126824577138,0.276371071883234,0.302852411949085,0.289882160114071,0.281924887582638,0.27909593483616,0.295461583590296,0.307971393031551,0.296990120702915,0.295190307117025,0.307855490080888,0.309781086361626,0.297606955310668,0.297172858452592,0.326972677353456,0.298714143726876,0.316247133323907,0.287666953919258,0.28768388146001,0.315210897132417,0.315590338572465,0.334599860011094,0.350372033356369,0.338447545648024,0.744306691729323,0.742584285714286,0.749683233082707,0.751458872180451,0.759040451127819,0.754627744360902,0.736261428571429,0.779502030075188,0.773785714285714,0.687083458646616,0.734915639097744,0.742864360902256,0.785148947368421,0.77207954887218,0.719608195488722,0.781330601503759,0.776048421052631,0.78020969924812,0.666435338345865,0.836255939849624,0.770625563909774,0.772044135338346,0.82617947368421,0.835164285714286,0.814482481203007,0.825556766917293,0.788276466165413,0.723457669172932,0.850934586466165,0.811333759398496,0.833737368421053,0.813186541353383,0.850487152777778,0.41219726909024,116.7140779432,1833.79769328634,24.219325065,24.361780485,24.0558864283333,24.1021965333333,24.040671985,24.5932979575,24.3272686008333,23.9922601366667,24.1480410908333,24.4857010841667,24.4963576008333,24.2410229033333,24.4750091241667,24.7453333541667,24.5202364925,24.8035818733333,25.0867142675,24.4341654783333,24.2678936325,24.35265398,24.8290891658333,24.56985998,24.5809914258333,24.6136676458333,24.4619240758333,24.5234510108333,24.2957431466667,24.77005275,25.0148282033333,25.2513189325,25.0493410416667,24.5785980208333,24.4941825866667,24.63491249,25.06921196,25.04442215,24.79044342,24.60160637,25.98397255,25.46053123,24.97650337,25.42198563,25.1368103,25.36427498,25.41045189,25.27790833,25.66701126,25.04671288,26.21385193,25.746912,25.4288063,24.86966133,25.61588669,25.60519218,25.1788578,25.47903442,25.2868042,25.31880379,25.68646431,25.64591599,26.00667191,26.41091347,26.13964081,26.0437603,25.28436852,25.76264191,23.83801079,22.62595558,23.21876526,23.28768539,23.00395775,23.40369987,22.53264046,22.51260757,22.56085587,23.33159065,22.65010643,23.20628738,23.39258003,24.06135178,22.97949028,24.11882591,24.00412941,23.84929657,22.72962952,22.61938667,23.87094307,23.82974243,23.30901909,23.6314373,23.0028038,23.43945885,22.9011631,23.61987305,23.94749641,23.96991158,24.37796211,23.86551666,23.59921265,165.811830833333,131.011075969167,184.868875178333,176.283789326667,188.705231983333,146.598408380833,151.283923638333,142.366222693333,152.659994135,152.001561493333,146.8334655825,171.241360030833,155.16088866,134.830586425,145.449315536667,144.852700543333,126.1020433125,171.126148864167,175.738801015,173.867576765833,164.4564933825,173.005424348333,149.082336110833,143.7785541325,177.727673220833,155.244001850833,164.900216735,175.315781595833,154.554895248333,152.3308574375,175.0800714575,162.09138107,134.70060237,279.0337219,229.5811615,330.9200134,338.6300354,392.8809509,269.7775269,291.4390259,247.5472107,235.8873444,262.8878174,260.408844,257.2545166,266.9972534,254.4241791,278.7476501,322.7759399,229.9863739,347.5829163,329.8634644,358.9641418,323.9424133,410.559021,279.8691101,282.8318787,401.0774841,320.39505,334.2707825,303.5749817,295.8184509,278.6957703,335.0792847,306.6308594,227.7502899,58.55409241,29.05851364,43.74464035,44.01180267,50.17696762,33.10515594,31.4546032,45.24781418,68.67127228,25.70855331,53.13038635,61.43700027,48.07330704,23.92789459,25.63009453,21.43061066,31.87509346,27.57474518,49.44553757,30.13694954,39.0258255,31.48563194,46.54656601,17.7797451,30.85633087,27.24266624,33.52217865,26.96254349,25.57058907,23.61914253,39.14870834,35.53107452,28.53857994,1653.04159760537,28744.1959844734,131,"Acim",40686.034,"110.11701 Ha","Registrada",8,"AM",40,9,1986,NA,NA,6,1991,NA,NA,5,1992,8,1997,9,1997,11,1997,11,1997,3,1998,4,1999,2003,2006,4,2,22.83363006,22.94113286,NA,NA,NA,3,6,128518.4267,182991.7584,284490.2439,242506.5295,205523.5413,2148823.303,2148823.303,205523.5413,2445293.172,2281297.171,875284.797,2101215.237,557155.804,205523.5413,1274541.148,187709.2802,90076.50262,155260.7578,NA,NA,NA,21,100.0000001,20,0.000661223774805453,0.000863770304883097,0.00413175254312249,0.078855037593985,0.0287106482838843,0.0517144256923078,0.0128583467912152,-0.00149499679044111,0.0254786493823526,-0.0165410211176473,-1.40694381621618,-4.20750084989049,-0.0434440236702358,1.45225241346691,2.75356808823529,0.0582477204705886,0,1,0
"3","4",4,0.399119480523,0.399748283852,0.39486958682,0.259549134010374,0.274920625436805,0.277585361905394,0.267641946269391,0.265224761898349,0.26702836589726,0.261786598263694,0.248903751502241,0.276073973209463,0.245587286345292,0.26358056510351,0.296732625614453,0.277009470754884,0.279451871812897,0.272255847611284,0.280573073389529,0.305197304585003,0.297214087903548,0.271453809399155,0.297083609292434,0.282663135412211,0.29412245834312,0.274527428008226,0.303271595014104,0.286193117169565,0.2988058772709,0.271557328777969,0.277056203704635,0.308914397703077,0.315888745952995,0.324245603557554,0.328026923580715,0.326103254832329,0.676674863626446,0.741065175649138,0.74358426794676,0.75881320096007,0.752641828496618,0.689520663320969,0.718481780493127,0.772940017455815,0.767360331660484,0.640646476107353,0.721562906393192,0.747109426140083,0.791146454287585,0.742536024438141,0.727588064586515,0.72956768492254,0.773487540912066,0.76381285184377,0.617664913811914,0.817753851189177,0.773856818677722,0.775046803403884,0.750157996945232,0.801877241981235,0.798389722888937,0.821182085969889,0.793961749945451,0.754999279947633,0.842762077241981,0.812365022910757,0.81933028583897,0.784276500109099,0.800180100370936,0.47712805608032,143.219457888614,1773.77138437272,24.1294321016667,24.23735261,23.9720277,23.9256821875,23.8919734966667,24.3855170408333,24.0862358608333,23.6406244833333,23.8464051475,24.24014457,24.183544675,23.9038713358333,24.24514999,24.52515932,24.2276170858333,24.5836102558333,24.660336075,23.9344255933333,23.6762929941667,24.0594091216667,24.5201423766667,24.1744113566667,23.9616335841667,24.2523098983333,24.0399149858333,24.0608472225,23.9408321383333,24.4947728708333,24.88630577,24.9195096708333,24.3546843333333,24.1522267266667,24.07800897,24.55827093,25.05554676,25.26950336,24.68021274,24.38541245,25.64805436,25.37923002,24.71657395,25.37326288,24.87332225,24.99292445,25.03891563,24.98101354,25.38475204,24.99039793,26.17803454,25.33051038,24.94081569,24.34550428,25.34972811,25.42709613,25.25282812,24.93115735,24.86840534,24.88852835,25.20509577,25.02292109,25.87228489,26.30889297,25.81772709,25.44215417,24.83623457,25.32232738,23.42866969,21.97694135,22.72099853,22.66317153,22.58280516,22.9335165,21.71845579,21.88927555,21.88727832,22.76023173,21.78797817,22.66001534,22.88382101,23.66564298,22.20355225,23.86122823,23.08548307,22.69178557,21.44838047,21.8139677,23.00945115,23.13548303,22.32356381,22.77888107,22.29892206,22.7464385,21.88050747,23.07737732,23.1708777,24.34926295,23.1983881,22.87959862,22.4763968,190.358350271667,147.9947849425,198.942857581667,194.49565662,191.276343904167,190.91169293,160.837212131667,167.7978429725,183.233678025,162.897386905,155.542450151667,186.086135316667,178.311010043333,167.958172233333,177.01106679,164.881733335833,159.367132776667,198.129811678333,190.128005229167,195.5867356475,187.556068223333,190.4318458975,179.389903024167,173.9357162925,198.617560421667,186.3050408675,191.304282176667,209.474295416667,180.567521216667,176.3455505075,202.396083643333,186.818129363333,189.229547109167,356.9097977,279.6490746,342.416111,362.2487297,303.0412827,349.4082222,265.0618458,251.4584179,354.4796906,297.9622002,292.8910255,288.0012455,309.8771782,313.7713203,305.4345131,351.6635628,277.3277054,396.0706673,308.5813141,366.2718964,336.3264427,376.9755363,325.5515327,334.0097771,389.691185,338.6343155,348.2799187,361.8781471,350.3606339,317.9105606,361.3270454,332.2800217,334.3720207,55.77249622,38.98538923,47.23239231,50.69551802,49.25423193,49.72703457,54.98475409,55.18476963,67.12763786,25.58817005,43.14610529,61.78991985,47.43719292,32.90211678,36.29541636,32.8764987,39.06761122,44.86016512,59.35367537,31.41386604,40.18869925,36.09336758,59.54666138,18.8591547,39.64373541,28.77447248,45.84107351,40.64166594,34.62414789,31.75864196,52.71730185,44.11963463,39.07668114,1674.64401777202,39796.5769691972,120,"gua Preta/Inari",139763.6705,"288.22043 Ha","Registrada",8,"AM",165,10,1991,NA,NA,7,1993,NA,NA,9,1993,8,1997,9,1997,11,1997,11,1997,3,1998,7,2000,2003,NA,NA,2,6.581583948,6.53977823,NA,NA,26.49940082,2,6,82573.71323,233150.5941,309096.4992,169635.4555,167137.1904,2225301.256,2225301.256,167137.1904,2535401.49,2387605.677,941504.869,2209123.338,446959.592,167137.1904,1351909.993,275489.5408,35206.50384,136831.6797,NA,NA,NA,21,100.0000001,20,0.00075093448914704,0.00199134944479454,0.00582180054806128,0.10022605280384,0.0134060735439575,0.0241551646153839,0.00945135136264381,-0.00087688878553918,0.0181032038529413,-0.022564417852941,-1.10785710532418,-2.69739169384609,-0.422201576637351,1.5014551371875,2.64429454882352,-0.0387952522499998,0,1,0
"10","11",11,0.206515739301,0.236454704004,0.267637818515,0.250161054218146,0.277273090840351,0.272799856005493,0.263331215906169,0.261901829566034,0.276441786021705,0.252955006013353,0.239618642010093,0.265554888191439,0.244330826100283,0.269931892934637,0.28216678095721,0.28224505286551,0.27169437115423,0.268874215686121,0.27832819850537,0.287845377306928,0.300588147250497,0.301129893018419,0.276783850494243,0.282380708635016,0.273213438206781,0.299051644980269,0.286027777805738,0.26372260359717,0.259671361396561,0.261472013164446,0.27609957000286,0.277792606354557,0.292705551651522,0.294785568442637,0.307141812278983,0.315805660274232,0.577086103325068,0.569732303454351,0.627887791692874,0.572238923062728,0.631111874291268,0.603552640207611,0.620841007205321,0.579968460793209,0.566105711103979,0.5467099672922,0.581786071156172,0.622973884844104,0.657918849427072,0.552204631537669,0.536123550884017,0.577683676011503,0.6335756838976,0.625445415128973,0.703835290725391,0.587520777523183,0.581808265232313,0.627880074516566,0.616892838359451,0.577522608635291,0.570155701266349,0.552418534993157,0.592638149153429,0.589751000738155,0.662381489996463,0.637657780343262,0.59933592908862,0.708725058091801,0.703011079663442,0.57529091070557,128.408663256398,5179.25577765405,23.9284552725,24.00020264,23.6020695941667,23.760072895,23.7271901425,24.1038833025,23.8947230841667,23.4325014383333,23.6375198608333,23.7313310241667,23.7560326775,23.5527906883333,23.5920195683333,24.2022199041667,23.7218052933333,23.90381153,24.2183124716667,23.7204310966667,23.7828109925,23.9277159416667,24.0455268433333,24.4182249425,24.1622241625,24.6143369616667,24.2612383925,24.3155407325,24.4704670008333,24.5379611866667,25.0109274358333,24.4357161,24.4190934808333,24.4986733716667,24.7322331766667,24.46686557,24.51707011,24.52325152,24.46757005,24.3055926,24.9056473,24.69071538,24.29349498,24.65713522,24.16529575,24.2526306,24.17069951,24.40594969,25.07169389,24.41226909,24.91063877,24.70969692,25.15105755,24.32241171,25.00639478,24.7711731,25.49142551,24.9511014,25.46069287,25.02466939,24.96300963,24.95541594,25.67112727,25.65518384,25.17090695,25.36246574,25.40933223,25.60651975,23.31628071,23.10387944,22.63358204,22.65819902,22.82891278,23.48698474,22.76145992,22.52676917,22.88143332,22.72694851,22.38681134,23.21917564,22.86054729,23.65981,23.02392651,22.94730137,23.571153,22.95864402,23.39305725,22.9074315,23.29985712,23.50288913,23.42565408,23.82206662,23.6413517,23.63631718,23.81161871,23.65820721,23.92789281,23.88011777,23.81772497,23.61688174,24.25104023,246.929015183333,225.695055941667,240.032582958333,199.722418741667,243.264649375,218.951177966667,228.248618658333,232.3443649,241.741165725,217.280606416667,222.465408608333,250.631702566667,241.008927583333,239.035662708333,249.566582533333,215.030954475,229.235344725,239.9001396,251.868532175,225.465477808333,268.761956866667,231.930399133333,227.69456655,245.618178966667,255.152343441667,237.788161883333,252.837244533333,235.999229275,230.380278808333,232.462894875,238.897949658333,235.616613708333,240.609421566667,364.8814414,345.1574639,313.7949668,295.9002156,336.3935167,339.9257765,304.9897512,337.1817845,339.0576009,323.9093079,283.1371556,339.6904855,309.5078585,346.6643143,343.300613,336.6266976,334.5401408,348.6492728,449.0508875,324.0109328,394.380943,342.4383761,331.9059944,317.4529158,398.1972798,366.0422877,348.7597076,336.3773178,354.4252432,386.6769926,375.977952,359.0921717,344.2875192,192.0061126,140.9115813,171.516899,117.6520341,194.1557522,166.7945953,126.5275006,129.5290636,155.7758328,158.5223054,153.0436242,194.5518559,182.2953801,125.4680011,184.2828378,130.4550792,160.2654386,148.1088037,153.1466604,123.2097096,182.6661701,105.6919005,151.2356696,189.1357717,166.4227562,86.1931499,201.5431715,131.1719866,156.0851093,157.9557768,134.6939527,148.2125975,166.9309484,1851.41611154762,94112.5785120194,114,"Alto Rio Negro",7999381.1683,"1905.96063 Ha","Registrada",8,"AM",18526,3,1983,NA,NA,1,1988,NA,NA,5,1996,4,1998,12,1997,7,1998,4,1998,10,1998,7,2000,2003,2006,6,1,3.850191054,3.851521996,1.003672584,NA,88.48198446,1,1,5418.591192,218194.2353,914254.7769,531443.1213,585729.9356,2077055.729,2077055.729,534176.2502,2588348.291,2518194.079,1030568.206,2086833.132,891133.0722,585729.9356,1401144.65,281463.9479,133644.0024,137387.2406,NA,47.10895525,NA,13,NA,17,0.000728087233819207,0.000206538195078067,0.00132278113781043,0.110176858458794,-0.00712851167948732,0.000260787714284985,0.00571140527472808,0.0571594232254902,0.0488984261764703,0.0456508234852938,0.577972540989162,-1.13864527670315,-0.358109622856944,0.341187593455881,0.152915200588229,0.293207071764704,0,1,0
